               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  27,            0.051724,            0.015756,           0.0023162,             0.51539,             0.74415,             0.68357,              0.3204,            0.052128,            0.018184,            0.003685,            0.009142,            0.009142,            0.009142
                  28,            0.051662,            0.015072,            0.002743,             0.74415,             0.84343,             0.81479,             0.40199,            0.045287,            0.017505,           0.0037747,            0.009109,            0.009109,            0.009109
                  29,              0.0533,            0.014857,           0.0029325,             0.63557,             0.74245,             0.72883,               0.326,            0.050366,            0.017632,           0.0045048,            0.009076,            0.009076,            0.009076
                  30,            0.045468,            0.014424,           0.0031446,             0.76298,             0.81202,             0.82402,             0.46053,             0.04177,            0.017413,           0.0054335,            0.009043,            0.009043,            0.009043
                  31,             0.04524,            0.014651,           0.0025176,             0.72829,             0.83683,             0.81121,              0.4274,            0.044817,            0.017267,            0.004434,             0.00901,             0.00901,             0.00901
                  32,            0.049406,             0.01469,           0.0022914,              0.7717,             0.75149,             0.80471,              0.4254,            0.044887,            0.017459,           0.0045683,            0.008977,            0.008977,            0.008977
                  33,            0.050688,            0.014308,           0.0028039,              0.7696,             0.79541,             0.82981,             0.46189,            0.041452,            0.017075,           0.0049382,            0.008944,            0.008944,            0.008944
                  34,            0.046913,            0.015946,           0.0025776,             0.74857,              0.8254,             0.84119,             0.45616,              0.0474,            0.017171,           0.0044108,            0.008911,            0.008911,            0.008911
                  35,            0.049381,            0.015271,           0.0023379,             0.77132,             0.74373,             0.77143,             0.36713,            0.049525,            0.017609,           0.0043345,            0.008878,            0.008878,            0.008878
                  36,            0.053731,            0.014829,           0.0022369,             0.72597,             0.69905,             0.75741,             0.40445,            0.042158,            0.018364,           0.0048652,            0.008845,            0.008845,            0.008845
                  37,            0.047082,            0.014281,           0.0023083,             0.70223,             0.70797,             0.73064,             0.37393,            0.045334,            0.018325,           0.0047043,            0.008812,            0.008812,            0.008812
                  38,            0.047108,            0.015219,           0.0022909,             0.69189,              0.8109,             0.77177,             0.37409,            0.046626,            0.017667,           0.0042826,            0.008779,            0.008779,            0.008779
                  39,            0.049349,             0.01448,           0.0020329,              0.6925,             0.79155,             0.76688,             0.42183,            0.046228,            0.017634,           0.0055758,            0.008746,            0.008746,            0.008746
                  40,            0.045161,            0.014117,           0.0025332,             0.71008,             0.82577,             0.80369,             0.40797,            0.043453,            0.017276,            0.005261,            0.008713,            0.008713,            0.008713
                  41,            0.045642,            0.014423,           0.0022748,             0.74413,             0.74475,             0.77898,             0.42893,            0.044538,            0.017221,           0.0041997,             0.00868,             0.00868,             0.00868
                  42,            0.045299,             0.01453,            0.002466,              0.7859,             0.81937,               0.829,             0.45862,            0.043227,            0.017379,           0.0040763,            0.008647,            0.008647,            0.008647
                  43,            0.047708,            0.014277,           0.0022555,             0.71478,             0.78431,             0.77066,             0.44777,            0.042766,            0.017918,           0.0046876,            0.008614,            0.008614,            0.008614
                  44,            0.045443,             0.01511,           0.0024779,             0.76333,             0.84925,             0.83029,             0.48163,            0.039391,            0.017413,           0.0046844,            0.008581,            0.008581,            0.008581
                  45,            0.040881,            0.013733,           0.0019598,             0.77977,              0.7998,             0.82308,             0.45191,            0.043839,             0.01759,           0.0042972,            0.008548,            0.008548,            0.008548
                  46,            0.037325,            0.013838,           0.0020094,             0.79837,             0.83327,             0.85074,             0.49412,            0.036293,            0.017243,           0.0037217,            0.008515,            0.008515,            0.008515
                  47,            0.035584,            0.013971,           0.0016925,             0.77866,             0.83498,             0.82902,             0.46526,              0.0425,            0.017504,           0.0036392,            0.008482,            0.008482,            0.008482
                  48,            0.043589,            0.013952,           0.0016383,             0.72479,             0.90676,              0.8571,             0.50492,            0.038829,            0.016994,           0.0035751,            0.008449,            0.008449,            0.008449
                  49,            0.039809,            0.013309,           0.0021827,             0.80608,             0.86164,              0.8456,             0.40531,            0.044618,            0.016949,           0.0045735,            0.008416,            0.008416,            0.008416
                  50,             0.04232,            0.013469,           0.0021597,             0.72999,             0.84823,             0.83112,             0.42858,            0.041893,            0.017389,           0.0050708,            0.008383,            0.008383,            0.008383
                  51,             0.03976,            0.013598,           0.0023736,             0.78406,             0.84052,             0.85567,             0.52097,             0.03578,            0.016948,           0.0045406,             0.00835,             0.00835,             0.00835
                  52,            0.039556,             0.01271,           0.0020959,             0.76438,             0.86696,             0.85629,             0.49549,            0.041211,            0.017011,           0.0048328,            0.008317,            0.008317,            0.008317
                  53,            0.035539,            0.013637,           0.0016257,             0.74048,             0.86105,             0.83708,             0.51593,            0.037415,            0.016973,           0.0038946,            0.008284,            0.008284,            0.008284
                  54,            0.038694,            0.014069,           0.0016382,             0.78607,             0.84986,             0.87977,             0.53164,            0.039325,            0.016815,           0.0038057,            0.008251,            0.008251,            0.008251
                  55,            0.041325,            0.013611,           0.0016256,             0.74262,             0.82798,             0.81991,             0.47057,            0.040998,            0.017253,           0.0041532,            0.008218,            0.008218,            0.008218
                  56,            0.039963,            0.013491,           0.0019577,             0.75048,             0.82963,             0.84671,             0.50681,            0.038343,            0.016848,           0.0041319,            0.008185,            0.008185,            0.008185
                  57,            0.038239,            0.012958,           0.0018668,             0.73852,             0.87928,             0.85486,             0.45495,            0.043506,            0.016695,           0.0037238,            0.008152,            0.008152,            0.008152
                  58,            0.039415,            0.014397,           0.0018594,             0.81486,             0.89409,             0.87649,             0.53142,            0.035744,            0.016812,           0.0043311,            0.008119,            0.008119,            0.008119
                  59,            0.039626,            0.013971,           0.0022545,             0.78584,             0.85209,             0.84399,             0.44244,             0.03977,            0.016399,           0.0039525,            0.008086,            0.008086,            0.008086
                  60,            0.041358,            0.014008,           0.0018611,             0.78736,             0.86976,             0.86569,             0.46484,            0.038982,            0.016033,           0.0042639,            0.008053,            0.008053,            0.008053
                  61,            0.036755,            0.012534,           0.0018052,             0.70137,             0.86186,             0.83143,             0.45778,            0.040784,            0.016368,           0.0041034,             0.00802,             0.00802,             0.00802
                  62,            0.035944,            0.011819,           0.0017198,             0.83977,             0.89611,             0.88639,             0.55263,            0.035334,            0.016189,            0.003946,            0.007987,            0.007987,            0.007987
                  63,            0.037647,            0.011883,           0.0018048,              0.8422,             0.86516,             0.86939,             0.43386,            0.044683,             0.01729,           0.0041877,            0.007954,            0.007954,            0.007954
                  64,            0.038802,            0.011457,           0.0021694,             0.83431,             0.84306,                0.88,             0.50391,            0.039451,            0.016725,           0.0046211,            0.007921,            0.007921,            0.007921
                  65,            0.036542,            0.011652,           0.0018952,             0.82497,              0.8317,             0.85288,             0.47789,            0.038702,            0.017165,           0.0044722,            0.007888,            0.007888,            0.007888
                  66,            0.035068,            0.012375,           0.0017627,             0.81767,             0.85328,             0.85577,             0.47667,             0.03685,            0.017911,           0.0047358,            0.007855,            0.007855,            0.007855
                  67,            0.035749,            0.012521,           0.0015195,             0.70948,             0.87503,              0.8316,             0.50536,            0.038905,            0.017603,           0.0043115,            0.007822,            0.007822,            0.007822
                  68,            0.038974,            0.011944,           0.0016059,              0.8004,             0.84162,             0.83391,             0.45334,            0.040155,            0.017839,           0.0039063,            0.007789,            0.007789,            0.007789
                  69,            0.035578,            0.012329,           0.0015813,             0.75653,             0.90883,             0.85719,             0.51667,             0.03704,            0.016831,            0.003766,            0.007756,            0.007756,            0.007756
                  70,            0.032212,            0.011999,           0.0014875,             0.81934,             0.87233,             0.87194,             0.51753,            0.036249,            0.017268,           0.0037663,            0.007723,            0.007723,            0.007723
                  71,             0.03599,            0.012956,           0.0015822,             0.81486,             0.81883,              0.8521,             0.53254,            0.034244,            0.016993,           0.0033339,             0.00769,             0.00769,             0.00769
                  72,            0.036714,            0.011654,           0.0014629,             0.82707,             0.80039,             0.85992,             0.51448,            0.037478,            0.017337,            0.003526,            0.007657,            0.007657,            0.007657
                  73,            0.034091,            0.011806,           0.0016474,             0.84316,             0.82488,             0.86558,             0.53493,            0.036843,            0.016879,           0.0035281,            0.007624,            0.007624,            0.007624
                  74,            0.033578,            0.011134,           0.0014969,             0.83561,             0.83876,              0.8775,             0.53178,             0.03752,            0.016899,           0.0036127,            0.007591,            0.007591,            0.007591
                  75,            0.036472,            0.011569,           0.0016891,             0.85299,             0.80264,             0.86315,              0.5018,            0.039527,            0.017069,           0.0034882,            0.007558,            0.007558,            0.007558
                  76,            0.039143,            0.012571,            0.001912,              0.8304,             0.83228,             0.84569,             0.51405,            0.037788,            0.017189,           0.0037196,            0.007525,            0.007525,            0.007525
                  77,            0.032976,            0.012097,           0.0020417,             0.81914,             0.82293,             0.84878,             0.51194,            0.038634,            0.017865,           0.0039845,            0.007492,            0.007492,            0.007492
                  78,            0.036091,            0.011761,           0.0017202,              0.8209,             0.80462,             0.82807,             0.49869,            0.038702,            0.018633,           0.0038316,            0.007459,            0.007459,            0.007459
                  79,            0.038548,             0.01278,           0.0017512,              0.8251,             0.86449,             0.83916,             0.53098,            0.033953,            0.017169,           0.0036961,            0.007426,            0.007426,            0.007426
                  80,            0.035216,            0.011473,           0.0015546,             0.81555,             0.87157,             0.84148,             0.49878,            0.037025,             0.01727,           0.0037557,            0.007393,            0.007393,            0.007393
                  81,            0.033199,            0.012041,           0.0015473,             0.81045,             0.84386,              0.8628,             0.49621,            0.037555,            0.017549,           0.0034269,             0.00736,             0.00736,             0.00736
                  82,            0.035862,            0.012631,           0.0015503,              0.7755,              0.8517,             0.83718,             0.52023,             0.03742,            0.017931,           0.0032594,            0.007327,            0.007327,            0.007327
                  83,            0.036687,             0.01207,           0.0013401,             0.81731,             0.82817,             0.85073,             0.53625,            0.034972,            0.018123,           0.0036736,            0.007294,            0.007294,            0.007294
                  84,            0.035453,            0.011694,           0.0015112,             0.84217,             0.81975,             0.87352,             0.50358,            0.036648,            0.017556,           0.0037159,            0.007261,            0.007261,            0.007261
                  85,            0.031221,            0.012485,           0.0014595,             0.81235,             0.87135,             0.85629,             0.54407,              0.0336,            0.017373,           0.0035542,            0.007228,            0.007228,            0.007228
                  86,            0.029884,            0.011877,           0.0015782,             0.84044,             0.85861,             0.85424,             0.51821,            0.036644,            0.017587,           0.0037182,            0.007195,            0.007195,            0.007195
                  87,            0.036501,            0.011972,           0.0015671,             0.85269,             0.86104,             0.86079,             0.55557,            0.033629,            0.017252,           0.0038855,            0.007162,            0.007162,            0.007162
                  88,            0.030213,              0.0111,           0.0015805,             0.87431,             0.85556,             0.87107,             0.55796,            0.036562,            0.017578,           0.0037684,            0.007129,            0.007129,            0.007129
                  89,            0.031076,            0.011658,           0.0014531,             0.83517,             0.86867,             0.86975,             0.55912,            0.036633,            0.017709,           0.0036027,            0.007096,            0.007096,            0.007096
                  90,            0.030673,            0.011584,           0.0012039,             0.83211,             0.87213,             0.86648,             0.58047,            0.031744,            0.016983,           0.0037979,            0.007063,            0.007063,            0.007063
                  91,            0.031565,            0.011577,           0.0012568,             0.85333,             0.85901,             0.87498,             0.55414,            0.035541,            0.017239,           0.0036632,             0.00703,             0.00703,             0.00703
                  92,            0.033963,            0.011749,           0.0013695,             0.85349,             0.86397,             0.87874,              0.5778,            0.033159,            0.017425,           0.0036111,            0.006997,            0.006997,            0.006997
                  93,            0.032529,            0.010652,           0.0014981,              0.8239,             0.82951,             0.85635,             0.51295,            0.039396,            0.017979,           0.0035864,            0.006964,            0.006964,            0.006964
                  94,            0.034217,            0.011061,           0.0014313,             0.84544,             0.85166,             0.85844,             0.53808,             0.03514,            0.017426,           0.0035616,            0.006931,            0.006931,            0.006931
                  95,            0.034561,            0.011815,           0.0015892,             0.86712,             0.81079,             0.84549,             0.52376,            0.036397,             0.01761,           0.0036345,            0.006898,            0.006898,            0.006898
                  96,            0.030977,            0.011301,             0.00149,             0.82167,             0.83145,             0.84661,             0.55684,            0.034591,            0.017739,           0.0036962,            0.006865,            0.006865,            0.006865
                  97,            0.030288,            0.011014,            0.001467,             0.85649,             0.80831,             0.85348,             0.53845,            0.035178,            0.017772,           0.0035026,            0.006832,            0.006832,            0.006832
                  98,            0.029454,            0.010935,           0.0011524,             0.83917,             0.82875,             0.84085,             0.56023,            0.034355,            0.017446,            0.003277,            0.006799,            0.006799,            0.006799
                  99,            0.033942,            0.010823,           0.0012569,             0.83636,             0.81351,             0.83787,              0.5532,            0.034452,            0.017932,           0.0036849,            0.006766,            0.006766,            0.006766
                 100,             0.03117,            0.010434,           0.0013033,             0.82777,             0.81584,             0.85998,             0.58096,            0.033743,            0.017327,           0.0036447,            0.006733,            0.006733,            0.006733
                 101,            0.027978,            0.010799,            0.001388,             0.85379,             0.80261,             0.86083,             0.57353,            0.032635,            0.017307,            0.003434,              0.0067,              0.0067,              0.0067
                 102,            0.027488,           0.0099856,           0.0010822,             0.85271,             0.80625,             0.86644,             0.56186,            0.033689,            0.017504,           0.0034628,            0.006667,            0.006667,            0.006667
                 103,            0.032282,            0.011415,           0.0011042,             0.83737,             0.83185,             0.87809,             0.52188,            0.035098,            0.017054,           0.0032104,            0.006634,            0.006634,            0.006634
                 104,            0.029116,            0.009823,           0.0014412,             0.83013,             0.83926,              0.8643,             0.55958,            0.034955,            0.017349,           0.0032986,            0.006601,            0.006601,            0.006601
                 105,            0.027818,            0.010395,           0.0013445,             0.84475,             0.81869,             0.84052,             0.55204,            0.033763,            0.017507,           0.0035835,            0.006568,            0.006568,            0.006568
                 106,            0.027359,            0.011159,           0.0013751,             0.84047,             0.82898,              0.8363,             0.56266,             0.03257,            0.017801,           0.0035976,            0.006535,            0.006535,            0.006535
                 107,            0.030675,            0.010583,            0.001235,             0.85388,             0.82767,             0.87423,             0.56972,            0.032215,            0.017066,           0.0034345,            0.006502,            0.006502,            0.006502
                 108,            0.028645,            0.010302,           0.0011148,             0.85784,             0.82136,             0.88272,             0.56336,            0.034482,            0.017457,           0.0034563,            0.006469,            0.006469,            0.006469
                 109,            0.028239,            0.011022,           0.0012179,             0.79879,             0.86188,             0.85857,             0.56289,            0.033875,            0.018095,           0.0034358,            0.006436,            0.006436,            0.006436
                 110,            0.027346,            0.010097,           0.0013326,             0.82984,             0.85838,             0.86366,              0.5653,            0.032698,             0.01834,           0.0034694,            0.006403,            0.006403,            0.006403
                 111,            0.027771,            0.010474,           0.0012752,             0.79246,             0.86451,             0.84056,             0.55792,            0.033683,            0.018294,           0.0033852,             0.00637,             0.00637,             0.00637
                 112,            0.031397,            0.010481,            0.001147,             0.83943,             0.84427,             0.86807,             0.55287,            0.034245,             0.01793,            0.003385,            0.006337,            0.006337,            0.006337
                 113,            0.027638,           0.0098024,           0.0015392,             0.82839,             0.86329,             0.86068,              0.5688,             0.03084,            0.017363,           0.0033196,            0.006304,            0.006304,            0.006304
                 114,            0.024785,            0.010652,           0.0013438,             0.81492,             0.83673,             0.83341,             0.55068,            0.032659,            0.017873,           0.0033289,            0.006271,            0.006271,            0.006271
                 115,            0.028725,            0.010383,           0.0013211,             0.79362,              0.8644,             0.84099,              0.5222,            0.035685,            0.018449,           0.0033268,            0.006238,            0.006238,            0.006238
                 116,             0.02886,            0.010852,           0.0012273,             0.81681,             0.84397,             0.87061,             0.59319,            0.031477,             0.01809,           0.0032424,            0.006205,            0.006205,            0.006205
                 117,            0.030688,            0.010032,           0.0012682,             0.84962,             0.82706,             0.88113,             0.57318,            0.032861,            0.017894,           0.0030598,            0.006172,            0.006172,            0.006172
                 118,            0.029179,            0.010017,           0.0011971,             0.84903,             0.84059,             0.87001,             0.55164,            0.032856,            0.017179,            0.003189,            0.006139,            0.006139,            0.006139
                 119,            0.031446,            0.011133,           0.0011961,             0.84115,             0.83231,             0.88068,             0.59602,            0.032024,            0.017094,            0.003308,            0.006106,            0.006106,            0.006106
                 120,            0.027897,            0.010588,           0.0012084,             0.86084,              0.8049,             0.86595,             0.56948,            0.031403,            0.017016,           0.0031792,            0.006073,            0.006073,            0.006073
                 121,            0.028691,             0.01013,           0.0012069,             0.84796,             0.82739,             0.87565,             0.55613,            0.035073,            0.017223,           0.0030785,             0.00604,             0.00604,             0.00604
                 122,            0.028653,            0.010566,           0.0012935,             0.84775,             0.83296,               0.871,              0.5878,            0.029689,            0.016871,           0.0033167,            0.006007,            0.006007,            0.006007
                 123,            0.026963,            0.010307,           0.0011075,             0.85717,              0.7909,             0.85811,             0.56597,            0.033441,            0.018035,           0.0034368,            0.005974,            0.005974,            0.005974
                 124,            0.030606,            0.011013,           0.0013206,             0.80081,              0.8439,              0.8623,             0.58345,            0.031323,            0.018124,           0.0037178,            0.005941,            0.005941,            0.005941
                 125,            0.025784,           0.0099389,           0.0011081,             0.77133,             0.90067,             0.86433,             0.59477,            0.029557,            0.017321,           0.0037047,            0.005908,            0.005908,            0.005908
                 126,            0.023899,            0.010358,           0.0010567,             0.79416,             0.85732,              0.8522,              0.5905,            0.029826,            0.017766,           0.0030955,            0.005875,            0.005875,            0.005875
                 127,            0.024956,            0.010468,           0.0010137,             0.77449,             0.89734,             0.85266,             0.59502,            0.030233,            0.017515,            0.003019,            0.005842,            0.005842,            0.005842
                 128,            0.028642,             0.01044,           0.0012976,             0.79928,              0.8902,             0.86448,             0.57126,            0.034256,              0.0176,           0.0030777,            0.005809,            0.005809,            0.005809
                 129,            0.029161,             0.01065,           0.0013268,             0.79778,             0.89091,              0.8637,             0.57845,            0.031366,             0.01755,           0.0031368,            0.005776,            0.005776,            0.005776
                 130,            0.029882,            0.010724,            0.001337,             0.81672,             0.87854,             0.86086,             0.58663,            0.031603,            0.017446,           0.0031656,            0.005743,            0.005743,            0.005743
                 131,            0.028172,           0.0095296,           0.0013701,             0.80315,             0.88471,             0.85948,             0.58122,            0.033223,            0.016867,           0.0031966,             0.00571,             0.00571,             0.00571
                 132,            0.028104,            0.010399,            0.001191,             0.79174,             0.91664,             0.87148,             0.59751,            0.029935,            0.016579,           0.0034474,            0.005677,            0.005677,            0.005677
                 133,             0.02625,           0.0093428,           0.0011089,             0.80484,             0.90262,             0.86456,             0.56892,            0.034722,            0.017286,           0.0033828,            0.005644,            0.005644,            0.005644
                 134,            0.027046,            0.010192,           0.0010802,             0.80496,             0.90158,             0.87723,             0.60764,            0.030248,            0.017083,           0.0033473,            0.005611,            0.005611,            0.005611
                 135,            0.024347,           0.0096102,           0.0010189,             0.78848,             0.88703,             0.87762,             0.59447,            0.030915,            0.017393,           0.0031917,            0.005578,            0.005578,            0.005578
                 136,            0.027119,            0.010139,           0.0010433,             0.80877,             0.87295,             0.87834,             0.56519,            0.032211,            0.017954,            0.003306,            0.005545,            0.005545,            0.005545
                 137,            0.025254,           0.0097134,           0.0011201,             0.83873,             0.89192,             0.88147,             0.60586,            0.029272,            0.017101,            0.003162,            0.005512,            0.005512,            0.005512
                 138,            0.023749,            0.010259,            0.001069,             0.82127,             0.89371,             0.88538,              0.6116,            0.030626,            0.016661,           0.0031017,            0.005479,            0.005479,            0.005479
                 139,            0.025605,           0.0099583,           0.0010064,             0.85741,             0.86273,             0.88738,             0.59502,            0.030698,            0.016561,           0.0030799,            0.005446,            0.005446,            0.005446
                 140,            0.025054,           0.0097786,           0.0010837,             0.87609,             0.86195,             0.89424,             0.62038,            0.029577,            0.016332,           0.0030273,            0.005413,            0.005413,            0.005413
                 141,             0.02371,           0.0093836,          0.00098539,             0.83944,             0.89059,             0.90354,              0.6299,            0.030028,            0.016647,           0.0031448,             0.00538,             0.00538,             0.00538
                 142,             0.02364,           0.0096482,          0.00088169,              0.8635,             0.85782,             0.89839,             0.62716,            0.028758,            0.016639,           0.0032426,            0.005347,            0.005347,            0.005347
                 143,             0.02262,           0.0096837,           0.0011235,              0.8619,              0.8677,             0.87903,             0.60006,            0.029795,            0.016897,           0.0032004,            0.005314,            0.005314,            0.005314
                 144,            0.025686,           0.0097127,           0.0010339,             0.83642,             0.90794,             0.89184,             0.60787,            0.029413,            0.016526,           0.0033042,            0.005281,            0.005281,            0.005281
                 145,            0.024592,           0.0095113,            0.000995,             0.82999,             0.90462,             0.89233,             0.60597,            0.032548,            0.016861,           0.0031797,            0.005248,            0.005248,            0.005248
                 146,            0.026242,           0.0092116,           0.0010593,             0.85582,             0.87434,             0.88498,             0.60448,             0.03133,            0.016622,           0.0031436,            0.005215,            0.005215,            0.005215
                 147,             0.02631,            0.010184,          0.00098792,             0.82838,             0.87654,             0.87265,             0.58237,             0.03116,            0.016478,           0.0029386,            0.005182,            0.005182,            0.005182
                 148,            0.027401,           0.0089479,           0.0010272,             0.84592,             0.84834,             0.86311,             0.58148,            0.032124,            0.016855,           0.0029708,            0.005149,            0.005149,            0.005149
                 149,             0.02237,           0.0093252,           0.0010412,             0.81103,             0.90666,             0.88603,             0.61778,            0.028239,            0.016064,           0.0029827,            0.005116,            0.005116,            0.005116
                 150,            0.021146,           0.0094161,          0.00095105,             0.82987,             0.88796,             0.88636,             0.61769,            0.028982,            0.016193,           0.0030284,            0.005083,            0.005083,            0.005083
                 151,            0.025018,           0.0091265,           0.0010838,             0.83402,             0.87289,             0.87192,             0.60888,            0.028779,            0.016458,           0.0030131,             0.00505,             0.00505,             0.00505
                 152,            0.022951,            0.008852,          0.00085619,             0.86874,             0.84056,             0.88443,              0.5695,            0.030709,            0.017139,           0.0029538,            0.005017,            0.005017,            0.005017
                 153,            0.023087,           0.0091884,          0.00087625,              0.8704,             0.83217,             0.88637,              0.5969,            0.030392,            0.017608,           0.0029934,            0.004984,            0.004984,            0.004984
                 154,             0.02284,           0.0089452,          0.00088481,             0.87616,              0.8445,             0.89075,             0.59929,            0.030565,            0.017364,            0.002968,            0.004951,            0.004951,            0.004951
                 155,            0.022806,           0.0091106,          0.00086292,             0.84463,             0.85879,             0.87947,             0.61003,            0.030141,             0.01715,           0.0029873,            0.004918,            0.004918,            0.004918
                 156,             0.02655,           0.0089626,          0.00080732,             0.82171,             0.87048,             0.87478,             0.60104,            0.030335,            0.017063,           0.0030903,            0.004885,            0.004885,            0.004885
                 157,            0.022607,           0.0087594,          0.00098188,             0.88272,             0.83372,             0.86274,             0.59697,            0.029685,            0.017042,           0.0033841,            0.004852,            0.004852,            0.004852
                 158,            0.021472,           0.0084368,           0.0010777,             0.90328,             0.84966,             0.87202,             0.60826,            0.029217,            0.016983,           0.0033586,            0.004819,            0.004819,            0.004819
                 159,            0.024683,           0.0086728,          0.00098699,             0.88988,             0.83851,             0.88518,             0.59902,            0.029872,            0.017551,           0.0032634,            0.004786,            0.004786,            0.004786
                 160,            0.022172,           0.0090566,           0.0011384,             0.89464,             0.82891,             0.88297,             0.60739,             0.02899,            0.017156,           0.0035577,            0.004753,            0.004753,            0.004753
                 161,            0.021284,           0.0093692,           0.0010051,              0.8779,             0.84501,             0.88843,             0.61803,            0.028427,            0.016749,           0.0036346,             0.00472,             0.00472,             0.00472
                 162,            0.021894,           0.0090968,           0.0010733,             0.87897,             0.84354,             0.88185,             0.61154,            0.029003,            0.017052,           0.0033873,            0.004687,            0.004687,            0.004687
